Pitcher,PitchType,RelSpeed,SpinRate,InducedVertBreak,HorzBreak,RelHeight,RelSide,Extension,PlateLocSide,PlateLocHeight,PitchCall
Sample Pitcher,Fastball,94.42883073078464,2214.576753696286,14.777070356808197,7.881193938517983,5.989195433750612,1.737957622147394,6.158664174337101,-1.0223628851889424,-0.04745002689302025,InPlay
Sample Pitcher,Fastball,92.49684965769418,2396.9412237498186,16.453061732650486,7.696026510049688,6.157811023962367,1.991664954538749,5.904622372722511,-0.26229397448457986,2.0679020088512843,StrikeSwinging
Sample Pitcher,Fastball,93.64144250104029,2254.617385698905,17.17139736716378,8.560160529823355,5.852445557031525,1.5858249550630026,6.190345869124703,-1.1745861102809985,2.365585429398406,BallCalled
Sample Pitcher,Fastball,91.5175262752265,2223.13658798255,14.09357074389166,4.957295871752683,5.802021064065627,2.046605447304733,6.005684208070163,1.1399138063325622,1.904192002611814,BallCalled
Sample Pitcher,Fastball,93.57233763381673,2263.9838199828882,13.882694118135722,8.805226184896801,5.675278192337702,1.7966590082048302,6.125473460929646,0.7596421561114131,3.047659130798375,StrikeSwinging
Sample Pitcher,Fastball,91.43321186664221,2348.199908484257,18.51164752359294,12.652828705617296,6.132855050999371,1.8476277267754349,6.3767925132337115,0.26294091514738105,3.3015204629778556,InPlay
Sample Pitcher,Fastball,94.02692391052338,2259.532143231991,16.52735617444369,7.81598566832792,5.963211636057282,1.7407433828204595,6.066361590954609,0.12457114594515756,1.3409703653403637,InPlay
Sample Pitcher,Fastball,95.59489722835053,2235.2947767485666,15.371139014990094,7.821312449425504,5.967959165884146,1.5499390631215006,6.283960868038398,1.0354733252621058,3.970114990328103,BallCalled
Sample Pitcher,Fastball,92.32908255684005,2262.1051557319015,14.599089321030604,9.115410500149526,6.3675056361985884,1.779058515230133,5.741593428823234,0.9084938960701041,1.3325558817348633,FoulBall
Sample Pitcher,Slider,86.4295268620105,2487.0286077290075,1.8476021225603922,-4.931496016810726,5.948756711177945,1.850211736033919,6.005927397271881,0.8685335224920908,3.3664730112568813,BallCalled
Sample Pitcher,Changeup,82.16577278201733,1868.052726241197,9.046363540211015,11.351751485561376,5.704651789234996,1.901433816960389,6.105537724215214,0.3425098948366947,2.5123707739017704,StrikeSwinging
Sample Pitcher,Changeup,81.23232823628294,1939.045899327445,9.367425931739707,9.463135102394624,5.870614463751054,1.7702950202341647,6.484666135841292,-0.26192122463562195,2.022224177164639,StrikeSwinging
Sample Pitcher,Fastball,93.27430750183534,2240.0290691071036,14.834873269590519,8.84509825649412,5.7537826386727025,1.4711190238193375,5.708009583348021,0.5753436240131681,2.092974802743123,InPlay
Sample Pitcher,Fastball,92.84847903814504,2348.3446687947667,17.6403018823244,11.857895217862513,5.840619740812585,1.5687507983126063,6.080758027621444,0.6120314289413359,2.3748654070047643,StrikeCalled
Sample Pitcher,Fastball,93.91213569833677,2307.2743454639444,15.399056620344982,8.933661570139197,5.839611559586809,2.107802943564494,6.391337770183252,-0.14297810219396984,2.556313396397836,InPlay
Sample Pitcher,Slider,82.46887077618766,2709.1403299757967,1.8940826726739441,-0.7691394536428091,5.811946341339943,1.6361196024341826,5.942995918946625,-0.2634366891256811,1.709884236471356,StrikeCalled
Sample Pitcher,Slider,82.41800528421821,2446.816409445376,4.323469580029398,-6.033021243813387,5.691007624196691,2.0140574187358813,6.057432237914866,0.8499849521686573,2.224545031741207,StrikeSwinging
Sample Pitcher,Slider,84.93768844822819,2492.276735524475,0.5845224410401266,-4.002026465073231,6.138875245050845,1.6598869893873607,6.166347797011108,1.248087081577205,1.821995382804304,BallCalled
Sample Pitcher,Changeup,84.4362784478386,1644.2123735469124,6.482551962299495,11.29524161924023,5.944827206665759,1.77263161354082,6.136901710744556,-0.5620468356860746,1.4887128546945954,BallCalled
Sample Pitcher,Fastball,93.00231451746876,2320.1526903822905,15.744821213304762,6.566176117958111,5.866179194794965,1.8937812389399857,6.413154095090882,-0.1975325065859808,1.7870162231565772,FoulBall
Sample Pitcher,Slider,81.33932573111139,2369.9668949996467,4.59190537656853,-2.3972855272889024,6.013645674427361,1.676970833012869,6.189694762014646,0.26319980734102344,1.5375190254784203,StrikeSwinging
Sample Pitcher,Slider,83.00137690568044,2683.3842483572535,2.3218842732321017,-1.0003464055423787,5.970660091227409,2.038832270363858,6.365554579102843,0.3649492483114579,2.0848838154371108,FoulBall
Sample Pitcher,Fastball,91.6579548638174,2240.44828379878,17.742799541295323,7.180327913678013,5.941353609911308,1.8113592537102616,6.027998328538017,-0.39177476943097067,2.7243561791013113,StrikeCalled
Sample Pitcher,Changeup,84.71454881061942,1949.098687988864,11.406044956467234,12.266325237764626,6.002749710915024,1.8691276269449506,5.95189491774994,1.4126404727580328,2.4905327656334717,BallCalled
Sample Pitcher,Fastball,92.80268654685176,2317.8325913258363,17.878065345547995,8.155185747340546,5.9200902115637986,1.7598589487971312,6.054855361396073,0.31657144915887836,3.880758582495488,FoulBall
Sample Pitcher,Changeup,82.63027911675826,1683.3984186039604,7.040464533076725,11.238024811806266,6.000533218548739,1.8988080430525636,5.868179381326479,0.39853755635291466,0.7421602397100622,BallCalled
Sample Pitcher,Slider,82.29164892893277,2590.52832109143,0.5492114847435201,-5.9831006251493895,6.0129668451316665,2.0368189109774795,6.196702339242019,1.3191630611338154,2.7520057246606413,StrikeSwinging
Sample Pitcher,Fastball,91.67887808871205,2195.7310852459236,13.793133947639642,5.192447770400845,5.9244078102549205,1.780307109356518,6.02282437744895,-0.3367962189334425,2.404815178893264,FoulBall
Sample Pitcher,Slider,80.67286096299192,2481.161547796571,-1.7120413797735794,-4.875146613968258,5.866940825975583,2.0594569186123852,5.965642220004504,-0.06632390733170845,3.011752756778975,StrikeCalled
Sample Pitcher,Fastball,94.5103916248748,2321.3910239676993,14.843255856850082,8.167938862166567,6.129559670218087,1.7082606287431323,6.1997316819242,-0.9399916717662216,2.9373489032328064,BallCalled
Sample Pitcher,Slider,82.85799209708829,2225.505526428773,3.248386228434711,-7.8236303195030095,5.828314769033986,1.9146144059027566,5.871256844405142,-0.12926285419018366,2.276256187398617,InPlay
Sample Pitcher,Slider,82.29884061077583,2485.012032291843,3.7984621436222197,-4.092707405161532,5.958697040064102,1.8733671504364575,6.254100442771159,-1.116695642951522,2.5294884636425667,BallCalled
Sample Pitcher,Slider,86.12825646949797,2360.9990806085602,3.1162340238993083,-0.9679497509009507,5.96208626161086,1.6397126890976446,6.004332522301728,0.560887015644879,1.8419480903111365,StrikeCalled
Sample Pitcher,Changeup,80.15933640811807,1745.808201782523,6.348055958701034,13.516836967159074,5.808566322160455,1.8320714556955997,6.331819288818837,0.31499756255249417,2.8602599845158405,StrikeCalled
Sample Pitcher,Fastball,92.20068439341006,2194.9269103313964,16.5641102975437,7.642982415680181,5.778826642203277,1.801104890677556,6.021452484354086,-0.20780198027890512,0.9908429609079741,InPlay
Sample Pitcher,Fastball,89.97932983157214,2401.65132355741,13.287643667493974,6.380634919494122,5.846922196869523,1.6720211735584734,6.226381933311584,-0.07531778086338588,2.982619828986988,StrikeCalled
Sample Pitcher,Fastball,95.15026843959156,2444.23911160264,12.809353684576207,9.486142601851784,5.826167472023659,1.853700365129119,6.135912474754581,0.5710998113917429,2.382619916822917,StrikeSwinging
Sample Pitcher,Fastball,93.45534951373791,2170.5909268375235,18.058581151215364,11.146265921066853,5.681280415754171,1.8219434319162777,6.248780374742897,-0.8518470651674235,2.0347034716266834,BallCalled
Sample Pitcher,Fastball,92.40198199766208,2250.3547616328574,17.355700194102152,5.357274558595703,5.802275737622109,1.7891119579039176,6.121989378429525,0.15312590058939246,2.2256001004149555,InPlay
Sample Pitcher,Fastball,91.9800151694851,2283.8360270770836,14.426054746129289,7.480756897047953,5.939933447695185,1.7897133796411973,5.767320517531351,0.5246323548440583,2.280602824058714,StrikeCalled
Sample Pitcher,Fastball,94.01529270170843,2440.3104234823413,15.995500534794191,9.897169770575053,6.08989153762229,1.7864984611614572,6.3017587078484265,-1.3367055580554312,3.3729778203603757,BallCalled
Sample Pitcher,Fastball,91.74122323968334,2235.641794695804,17.529260590301988,5.829581717861598,5.983158700276046,1.744845056813051,6.0824634155084185,0.5137035042765146,4.825120247436384,BallCalled
Sample Pitcher,Changeup,83.56622090246353,1574.0091128043555,8.491680531032156,11.199999857172422,5.510069825244464,1.8209751142522472,6.257903215470963,-1.255546847446175,3.3149031181127864,BallCalled
Sample Pitcher,Fastball,93.25907340001396,2419.3853002616574,16.222334644275218,9.832208300311356,5.9961955572136,1.703412868145433,6.238049295373771,-0.08819586288864942,1.9760056605826828,StrikeCalled
Sample Pitcher,Changeup,81.48874646211624,1660.355484387573,10.596920170014402,14.176587706832029,5.816277232115643,2.1985214237205,5.945340703797731,-0.8725433280714197,2.872336368213959,BallCalled
Sample Pitcher,Fastball,92.70372072746983,2344.998153806981,14.90393128719817,8.8253946064102,5.967962011203165,1.5886000131802027,5.917040918964941,1.0734349344675111,2.9049968745431127,BallCalled
Sample Pitcher,Fastball,92.25504474860016,2147.0571331398814,16.046767672996943,10.64135357919141,5.8978797111184065,1.7122895884148313,6.2310710202898,-0.8678407906142607,1.7061294581645847,InPlay
Sample Pitcher,Fastball,93.96389616829298,2264.5890530316906,15.973227042561412,10.92263983115172,5.871096856086976,1.724138684313459,6.039350194117897,-1.237642418974037,1.4544005270844886,InPlay
Sample Pitcher,Fastball,91.28852003505743,2130.6362845506237,15.590856928493436,7.907049180448276,5.8846646408056795,2.1060740121486807,6.287285855893299,0.10001410619723672,2.3525393033124087,StrikeCalled
Sample Pitcher,Fastball,90.22930482243771,2185.0109597139867,15.415291732868871,7.20143322605115,5.896636353759534,1.6019798025033751,6.064359811427395,-0.31027723501561716,3.005780702026076,InPlay
Sample Pitcher,Fastball,93.36021617204946,2355.5281219637036,16.109302356742734,6.620029833389456,6.101660745813537,1.8638883446979164,6.304681955489658,-1.1284539214979499,1.1911437992989287,BallCalled
Sample Pitcher,Fastball,93.38373365929401,2275.508514802196,16.051611243978293,9.465446225643069,5.8970509719372375,1.837259109756981,6.18466089684182,0.39436139936613707,1.8593265992591954,StrikeCalled
Sample Pitcher,Fastball,93.17233761351648,2251.2804833502323,14.427358536198211,5.942336663313547,6.06283041997718,1.8500403457011823,6.157594998742829,-1.4936242968372595,2.8294887817428047,BallCalled
Sample Pitcher,Fastball,93.07081971746526,2212.6125338417173,17.202693864850673,7.621138943013197,6.040985879876849,1.9854514743916412,6.025197760251944,-0.7771807294373437,2.431292709952935,StrikeCalled
Sample Pitcher,Fastball,92.05124347032744,2260.1409534082845,14.535422188350612,8.1540346564317,6.000056832137548,1.9823744039620632,6.146485522812303,-0.4314137028155885,3.4622052154492464,FoulBall
Sample Pitcher,Slider,82.32196301353866,2318.8269880539274,4.8338888315812945,-1.0395402620573857,5.632007176980549,1.7323564760219825,6.338570542990541,0.6016667941163552,1.3414744094427422,BallCalled
Sample Pitcher,Fastball,92.43621862254365,2368.4624585815586,15.557079290919923,8.419730397528685,6.067494898424242,1.8291026174240987,6.089156908267336,0.971601275259864,4.164123700087091,FoulBall
Sample Pitcher,Changeup,84.72441070959303,1666.4619711151963,6.5685151986445565,13.392645403977783,5.831314805879662,1.5203846951771784,6.206234888736771,0.8270866854956795,1.2465056673228152,BallCalled
Sample Pitcher,Slider,85.75584994764004,2493.6957458276893,5.817580716913933,-4.6137366251205965,6.0073590921612166,1.8148639512782894,6.109272015249941,-0.11495534284667458,0.8781272108788045,BallCalled
Sample Pitcher,Changeup,83.1489491518193,1673.4903873102583,5.442320211268284,12.300875917652714,5.7541200750139385,1.680901585825212,6.124920808549084,-1.820481183596367,2.3558154153770197,StrikeSwinging
Sample Pitcher,Slider,86.75024026364561,2376.478784837051,0.028250050014908545,-4.0309415256736045,5.722238893504512,1.7720426361059225,6.444682151387659,0.2931397659139189,1.549155803815493,StrikeSwinging
Sample Pitcher,Fastball,93.19970334601412,2316.3038618274054,17.829944942165582,8.359375466218284,6.19645831052468,1.5471942202774958,6.34034600620791,1.10293030441846,2.3709332519663406,BallCalled
Sample Pitcher,Fastball,90.1492454013268,2304.07862575139,15.28275261322577,10.159003656817065,5.756452539974283,1.8607308430078613,6.115880763039144,0.9253428058601761,2.344704840784,BallCalled
Sample Pitcher,Fastball,92.34847332634784,2252.5618923305933,15.926734621398984,8.247031429729578,6.071915995857762,1.545514695663659,6.142890817587206,0.34721175730778986,2.2531693409194267,InPlay
Sample Pitcher,Slider,83.45080986838315,2344.2904023883248,1.5851435266063794,-5.596669557477654,5.917763048215479,1.822242691018738,5.959625899289806,-0.8921270732538394,1.7681917258524156,StrikeSwinging
Sample Pitcher,Slider,82.56555306684479,2604.853468577962,0.9108585362101762,-2.8003464490786976,5.836981991245975,1.6160241610466177,6.065405690747009,-0.3939802527213112,2.724492114434768,StrikeCalled
Sample Pitcher,Fastball,93.04465262660727,2383.386811484047,17.858274827010188,5.57039795928239,5.893275667350469,1.6725538447296173,6.161879557509723,1.450360799059256,2.1619971639246227,FoulBall
Sample Pitcher,Changeup,85.0218561236043,1741.6177478498037,7.565137274498586,14.494879776694944,5.704835825520304,1.9732098153817745,6.270122717913825,-1.0625471509981004,3.2277486530660724,BallCalled
Sample Pitcher,Fastball,89.56111112041425,2274.347394917044,16.623128245440235,8.56900874942636,5.897936843058615,1.8881876918870433,6.249844179382183,-0.8608809211127894,2.26472081060377,BallCalled
Sample Pitcher,Fastball,93.67539532708395,2296.500799259858,16.10493788411706,5.956625780198811,5.7375889529156066,1.9723804706505814,5.878148188819098,0.7069136633739632,1.6765144328500579,InPlay
Sample Pitcher,Slider,82.52384181430862,2441.3390628536686,3.4465261196475394,-0.529852074971449,5.840683430852902,2.0339590698751935,6.295396546135726,-0.32336943360414583,1.1342170861174607,InPlay
Sample Pitcher,Fastball,94.5861740792152,2252.972256758732,14.971702580720423,8.045369847283931,6.038794934595437,1.6840741939290353,6.082245264124489,-0.8863163416534664,2.270917926413721,BallCalled
Sample Pitcher,Slider,83.35643076814141,2453.4248338239477,1.013951489235163,-2.232430077476078,5.9381286014836485,2.024845749366131,5.902601728864492,1.1459783840422617,1.448096571478033,BallCalled
Sample Pitcher,Slider,85.97237144271449,2356.6622527112095,-2.4507263741959653,-4.775621370748547,5.677674425167922,1.5801741515731649,6.367276947486384,0.3457919836088549,1.3875286094964165,FoulBall
Sample Pitcher,Fastball,94.35941926925412,2274.262116150842,16.149565564486135,8.93338812240531,6.027723219037081,1.9119150501817355,6.39265579934759,-0.2863508732828836,2.7955929818602403,StrikeCalled
Sample Pitcher,Fastball,94.85533701947614,2261.0352918830913,15.668771821674506,6.793253270686383,5.898935035713629,1.7259993428100042,6.152749396468132,-0.8593311269246366,1.066747454127456,BallCalled
Sample Pitcher,Fastball,94.08699618402588,2250.3851695156604,17.065412314706766,6.521932993895179,5.818672209738599,1.6604549786041025,6.241758720381046,1.5355549228949534,3.4591450337496843,FoulBall
Sample Pitcher,Slider,82.78468385301142,2447.0348579921274,0.10923464128036953,-5.2651120726945955,6.01200144558634,1.8921704800956665,6.253489841748886,-0.01833886405995563,2.519787288296655,StrikeCalled
Sample Pitcher,Fastball,92.78188279450089,2356.881587451915,14.536242494147487,8.531931741162534,5.87491897445345,1.941742728775382,6.3791544305624495,1.0479960468521206,2.367118026731279,BallCalled
Sample Pitcher,Changeup,86.84090608855752,1829.5243012073759,8.612404919867062,13.278245435177773,5.725150799014143,1.9372902579969817,6.2456137050863445,0.67022515845708,1.6239255445870604,InPlay
Sample Pitcher,Changeup,84.83883437991229,1935.2864974938573,8.06425529568689,10.36863931268909,6.177171456717441,1.832228983334219,5.834462344512286,-0.3906761712474256,2.9732792222572035,StrikeCalled
Sample Pitcher,Fastball,93.15710492346908,2178.729884065815,19.045559486138657,8.013397809666047,5.897406883566352,1.819793595199386,6.501961549794225,-0.38470583624233584,2.3978212998019535,FoulBall
Sample Pitcher,Fastball,95.68218855637114,2192.925893036229,16.45700424868274,8.574519725677526,5.887792219327668,1.8790299878549854,6.313131377896008,1.0847361734504397,1.8854275179443984,InPlay
Sample Pitcher,Slider,86.1038421431435,2402.323031674034,2.0247222638105185,0.14216519843323017,5.839234224240412,1.8455646113275788,5.998095158945446,1.0968879994649832,2.5498685224886914,InPlay
Sample Pitcher,Slider,83.40553245231192,2503.06248610657,-1.0821459930027886,-3.9404985106822763,6.076994860918639,1.881203375937897,5.894074985528517,-1.4076869820905507,1.1379109084204648,BallCalled
Sample Pitcher,Fastball,92.75608062218019,2210.2705203979476,15.998245016489689,7.130570048485662,5.821268223778694,1.8305999191666071,6.200962686080817,0.41233519573664423,1.173504651338146,BallCalled
Sample Pitcher,Fastball,92.39749434642265,2408.7989249030365,16.76387197661963,10.334024490424966,5.66825302117826,1.9264175736759546,6.044347992326484,-0.09091110354271473,1.5598604360241912,StrikeCalled
Sample Pitcher,Fastball,93.03377994611337,2305.3627693815197,15.620863464198363,7.716696726043285,5.798198350715603,1.555918829017436,6.165999070799791,-0.7749923722038795,2.6621454507072855,InPlay
Sample Pitcher,Changeup,84.19572332476328,1788.20575744625,4.981181089700214,10.97295113666343,6.09901619006822,1.780308978737042,6.248681368255652,0.19630957103789803,2.3975562586454013,StrikeCalled
Sample Pitcher,Fastball,91.15071473787185,2267.575763224662,19.467746688464246,9.101335248539204,6.024819824218568,1.5924230259231622,5.986711622400641,-1.0121975932397957,3.1867344491668144,BallCalled
Sample Pitcher,Changeup,84.2322238811216,1656.0437258147242,7.44163890743035,10.178347798350236,5.861747652101021,1.8415053026407326,5.876778401463132,-0.349841515984575,1.7100076108735673,StrikeSwinging
Sample Pitcher,Fastball,94.42127928001312,2264.737226475244,14.466869131034954,6.739064439253783,6.105988271246072,2.0462895263780547,6.177163693574395,-0.5988552995774756,2.8310008803610063,InPlay
Sample Pitcher,Changeup,84.01358985023299,1911.4113923024488,3.688621018355564,13.524125239543917,6.0121913343232825,1.7288872827079547,5.993322428944605,-0.3748434481169989,2.314597085703539,StrikeCalled
Sample Pitcher,Fastball,93.85519832637542,2272.086533152209,18.409298740024735,10.76965977636716,5.860011595454809,1.8190878045445824,6.129219157146479,-0.053608870246493204,1.6927161039443035,FoulBall
Sample Pitcher,Fastball,92.37825603415158,2306.6429769338356,17.563532975544526,7.611960531137214,5.875113521734838,1.9134730072382458,5.831334712607546,-0.7616749964291147,2.688980753034689,StrikeCalled
Sample Pitcher,Changeup,82.33665050392956,1687.8605506452882,1.9983946450011087,12.132460399835058,5.949397659791815,1.4898415602350212,6.049563455105072,1.1798842716549731,2.3504911063160754,BallCalled
Sample Pitcher,Changeup,88.78456067055248,1685.0876878361742,9.204332843679648,11.056121999511628,5.775216957550428,1.721683427678372,6.242990378207999,0.36996242504559396,1.9281606043909507,StrikeSwinging
Sample Pitcher,Fastball,93.89209065537405,2069.9240662010725,14.775184560704918,7.48034562172235,5.900675759826403,1.8546773488909276,6.221186501529359,1.345922271286541,2.4314993153580686,BallCalled
Sample Pitcher,Fastball,92.61580548260847,2271.541311049384,17.335040736614776,10.567134198398735,5.946277004691994,1.3654507911514089,5.942328405825346,-0.12005997680851463,2.302852210546956,StrikeCalled
Sample Pitcher,Fastball,94.47422679342272,2526.5553719797476,15.430147263837169,6.493648210804694,5.646955064208719,1.6534787260387542,5.8663471261363895,-0.4115924717228318,2.284733948611873,InPlay
Sample Pitcher,Fastball,92.9331779756639,2357.9729611486537,15.6098851908175,6.586821767223842,5.8716019516148155,1.9651286960071934,6.103152737950358,1.318811710869771,2.0905551375669003,BallCalled
Sample Pitcher,Fastball,93.37385798145735,2207.019995057227,16.913184657293886,10.416351404621565,5.8545415721951475,1.9504495350676088,6.212206559403882,-0.4335448049054888,1.4212885958297716,BallCalled
Sample Pitcher,Changeup,81.27140483569333,1860.7159285443295,2.9082802657819737,11.459792832626976,6.0542102029940486,1.856147734105515,6.18103502803851,-0.13371901649184353,2.456074061921154,StrikeCalled
Sample Pitcher,Fastball,95.52212261498677,2213.2187917599235,15.647551009753231,11.180555373563786,5.623325450928345,1.9323296459914767,5.997568031127738,0.5400355578729861,1.797964219708939,FoulBall
Sample Pitcher,Slider,82.82615522774856,2493.4059363507595,1.913098730982148,-3.288613235772578,5.842774097044444,1.8322656351632196,6.159564888497321,-0.9282943562229589,1.634753349266949,BallCalled
Sample Pitcher,Fastball,93.49819639548313,2248.6467573089335,17.193033120689616,8.189421705856354,5.827736802895313,1.8833092361163473,6.400471094255199,0.5334710135952375,2.2194751169230447,StrikeSwinging
Sample Pitcher,Fastball,90.24853986430384,2288.2373795314975,18.469739613225748,7.0089845843422935,6.044010644588241,1.7526519436739079,6.1410289374618054,0.437510299623452,2.9505199081291336,FoulBall
Sample Pitcher,Slider,82.59325915950376,2407.4413794283623,-0.3091712288526498,-0.15819835582795783,5.893468014595267,1.817371902438314,5.773370412836275,0.9519939885283744,2.539210130768236,BallCalled
Sample Pitcher,Fastball,94.23303716308622,2176.5756638515227,17.2049713354364,5.338854954073544,6.169414196847856,1.7051444420376267,6.1406400676201285,0.6675333772576058,2.001643343731808,StrikeSwinging
Sample Pitcher,Slider,85.19150283238619,2423.655150085458,-2.4198889192324184,-3.2311411247606827,5.999332007285958,1.989522501627347,6.508791394242522,0.9749837646581783,1.9714904565991067,BallCalled
Sample Pitcher,Fastball,89.8207083712395,2243.264414160994,14.938303205246925,8.485211125238507,5.838466550871573,2.0282339114253305,5.84252183737688,-0.08281642538130764,2.876859946641576,InPlay
Sample Pitcher,Changeup,87.27252176295094,1750.7989308907943,9.234947073217732,10.424458541707832,5.935948804483844,2.006986920104561,6.105944932365804,-0.6470027390302955,0.6024481729145696,InPlay
Sample Pitcher,Slider,81.53937312084943,2604.929372867099,2.2651394197913044,-4.954413257889731,5.846889678594581,1.7387836857483208,6.054732913393573,1.5824890605625217,2.99802374189961,BallCalled
Sample Pitcher,Changeup,84.07907238936507,1701.014779141085,4.475156780674439,11.882016224790668,6.0289094135735635,1.656933894095237,6.1191765918550125,-1.1450217116414751,0.9944881688022456,BallCalled
Sample Pitcher,Fastball,92.37703004995483,2173.4616812645822,15.507895564861602,9.091569368049141,5.700170343006349,1.9915460491125245,6.138850430630754,-1.0698848091553559,1.3384440687577646,StrikeSwinging
Sample Pitcher,Fastball,92.78658936042874,2427.846087174387,15.87565446477767,6.24336502144489,5.776445603514301,1.881586080388712,6.327994397212585,0.42384603038162344,2.014300626552581,InPlay
Sample Pitcher,Fastball,94.15053641002831,2125.5817544059514,15.234313199457281,8.767843868073864,5.968353487783238,1.8492876512285463,6.116956657280162,1.2187395361330122,4.0275931071981335,BallCalled
Sample Pitcher,Fastball,91.24350984080347,2181.670115665493,18.22260339181319,11.111677092214187,6.083863467308544,1.7049551872582283,6.355451911442409,0.14216313443562378,3.6580645200107,InPlay
Sample Pitcher,Fastball,91.11001446903248,2317.5633722728644,16.719758555353327,10.228282232966446,5.569704710579121,1.8638495718955148,6.076468868242703,0.7494777747766544,2.9298658168478515,StrikeCalled
Sample Pitcher,Fastball,92.22490221144265,2429.7809926347873,18.05976237683297,5.74230808599402,6.106170682398563,1.6372082910507098,6.029972645205073,-1.496852045603969,2.6674067837215873,BallCalled
Sample Pitcher,Fastball,93.65804191946971,2308.3538732504553,16.39513789247824,7.194892909485046,5.878979730735799,1.8951093534118548,5.966163403392279,-0.37465872163585284,1.003292273990644,BallCalled
Sample Pitcher,Fastball,90.63677184634112,2330.6572128164153,16.122081754637616,8.632176110833006,5.6174187557094255,2.0068330049409315,5.736582594175969,-1.4054608553574444,2.5175686221605242,FoulBall
Sample Pitcher,Fastball,90.16475156015527,2281.5783211505754,14.595103273584627,7.894577116978475,5.449740823716599,2.044656831586193,6.1551562823851675,0.585308218671495,1.9880838610800216,StrikeCalled
Sample Pitcher,Fastball,93.65320929786131,2187.6241391296326,16.01789429979485,5.900891422576368,5.670592090128759,1.9062786081164724,6.510800057694368,-1.160423494941761,1.7874979997829585,BallCalled
Sample Pitcher,Fastball,91.65583036240619,2235.8875486584557,16.01958088851316,8.577973927210238,5.89704427162319,1.5926967675568318,6.191647095457172,-0.9583641345244853,2.5161023174809944,FoulBall
Sample Pitcher,Slider,84.07140588203411,2590.9467242110973,0.7343130902957666,-6.149387403383534,5.890115294328668,1.8295995196419033,6.237349470832336,0.38551890372105213,2.0466674929149757,FoulBall
Sample Pitcher,Fastball,89.90046543728377,2164.9161029000816,15.190708795344408,10.871488112905674,5.994980065206397,2.120952261608657,6.017393734997109,0.7963682640132972,3.0519746594766377,InPlay
Sample Pitcher,Fastball,91.54942895990723,2316.1574027387774,15.515076102225457,7.62015694607383,5.817576923365856,1.6697082614336574,6.051133321745265,-0.11922608117191247,0.9480339242904994,StrikeSwinging
Sample Pitcher,Fastball,92.48940578471638,2178.9139816120833,16.62021931608358,9.752005077989887,5.733793918033075,1.7911227640634675,6.296928297666652,0.4276293780813823,2.4562585667594865,StrikeCalled
