Batter,PitchType,PlateLocSide,PlateLocHeight,PitchCall,ExitSpeed,Angle,RelSpeed,PitcherHand,Count
Sample Hitter,Slider,-1.796660908651908,3.924551311911747,BallCalled,,,84.96066859176275,R,1-2
Sample Hitter,Fastball,-0.16579518515677896,2.439034080263243,StrikeSwinging,,,91.38471097150763,R,2-2
Sample Hitter,Changeup,0.12355869496071287,2.2850417471657964,StrikeCalled,,,82.72076036387493,R,1-1
Sample Hitter,Changeup,0.20719579278096964,1.9725306937498355,StrikeSwinging,,,85.43553243957571,R,0-1
Sample Hitter,Fastball,-0.2603402069249029,1.7774161305955143,StrikeCalled,,,89.69596827795561,L,0-2
Sample Hitter,Fastball,-1.2297052477350077,1.6288697486792474,FoulBall,,,90.24406261293936,L,2-1
Sample Hitter,Slider,0.22959683859987673,1.877841880738357,StrikeCalled,,,85.57781576676648,R,1-1
Sample Hitter,Fastball,1.2091451499149295,2.4505237328435503,StrikeSwinging,,,92.85900085051854,R,0-2
Sample Hitter,Fastball,-1.0737029834412963,2.7340065899484003,InPlay,80.31027267224512,16.775384272920377,93.09195467554962,L,0-2
Sample Hitter,Fastball,0.6046796095887318,2.5357994409865134,StrikeCalled,,,94.00472369805168,R,2-0
Sample Hitter,Changeup,-0.22996765618602572,1.964125305799201,StrikeCalled,,,83.00958114881306,R,0-2
Sample Hitter,Slider,-0.04292704208019311,3.130129194813974,InPlay,96.40173898195229,19.701536808176105,83.29060539408064,R,0-0
Sample Hitter,Slider,-0.7370289574927643,3.0175888706106635,StrikeSwinging,,,79.12150072285476,R,0-1
Sample Hitter,Changeup,-0.23411932064911364,2.388246184804588,StrikeCalled,,,82.40742308295378,R,1-1
Sample Hitter,Fastball,0.9100312162892709,2.0429586987347017,BallCalled,,,92.236575196118,R,0-0
Sample Hitter,Slider,0.40785866939139487,2.8838995445808595,StrikeSwinging,,,84.08526204887549,R,1-2
Sample Hitter,Fastball,1.2126181237869609,2.631581511240273,BallCalled,,,93.69958757668208,R,1-1
Sample Hitter,Fastball,0.8241883222843855,1.4863109184094667,BallCalled,,,93.22132050027862,R,0-0
Sample Hitter,Slider,0.3073606752507033,2.4524138208109165,StrikeCalled,,,85.58068116356941,R,2-1
Sample Hitter,Fastball,1.2207541683174543,2.683425068452067,BallCalled,,,90.21992283312971,L,0-2
Sample Hitter,Slider,0.30729521111680913,1.8702136494585724,StrikeSwinging,,,82.96597155009128,R,0-2
Sample Hitter,Slider,0.5795917237579412,2.6328903749862103,InPlay,90.18880102509718,17.47862571102081,85.36807582623476,R,1-0
Sample Hitter,Slider,-0.20759966747429584,1.4816242603195477,BallCalled,,,82.77183044931127,R,1-2
Sample Hitter,Slider,0.04658207110144338,3.4353302700085195,StrikeCalled,,,80.78238658146006,L,0-1
Sample Hitter,Slider,-0.48819667631019376,3.3735649895416024,StrikeCalled,,,85.33711068651347,R,1-1
Sample Hitter,Fastball,0.6927087542163971,2.3232378659879247,InPlay,91.04083775908809,9.55066196645526,92.92903584207579,L,0-0
Sample Hitter,Fastball,-0.8248125361804058,2.754418036487351,FoulBall,,,94.35061654793746,R,2-0
Sample Hitter,Fastball,0.5476452396923629,0.8130546239400875,BallCalled,,,92.21560421101864,R,0-2
Sample Hitter,Fastball,-0.13345574025361162,1.6905566378142671,InPlay,90.72863287513965,7.258321477692924,97.14325926217876,R,1-1
Sample Hitter,Fastball,0.8198729654271235,2.2943547558935093,StrikeCalled,,,91.16831355819075,R,0-1
Sample Hitter,Changeup,0.5256082921118819,1.7495068850011988,FoulBall,,,81.51174361029247,L,2-1
Sample Hitter,Fastball,1.274452310352761,3.0000775378414613,BallCalled,,,90.24262736123544,L,2-0
Sample Hitter,Fastball,0.5115422837970514,3.898107571523596,BallCalled,,,91.22664558268475,R,1-0
Sample Hitter,Fastball,-1.1004281789572683,1.6763696963994885,BallCalled,,,92.54765460287265,L,2-2
Sample Hitter,Fastball,-0.04686722102874059,1.9137756171403653,InPlay,77.00712024606533,35.70697450499325,93.861868937077,R,0-2
Sample Hitter,Slider,-0.8204050348163711,2.6648138578169513,StrikeSwinging,,,82.7115834992271,R,3-1
Sample Hitter,Slider,-0.36279588965639226,3.6277813039497344,BallCalled,,,85.1774065564303,R,3-1
Sample Hitter,Changeup,1.057859903293705,1.6443379812220678,BallCalled,,,81.18504400470633,R,3-0
Sample Hitter,Slider,0.44627366762838716,2.6743252856148594,FoulBall,,,85.96038174334365,L,0-2
Sample Hitter,Fastball,-0.4892513000051224,3.774909195569176,BallCalled,,,97.94876723601465,R,1-1
Sample Hitter,Changeup,-0.7096021565082792,1.343768596274513,BallCalled,,,80.4281322183927,R,0-0
Sample Hitter,Fastball,0.022947465013382552,1.6032515552079176,FoulBall,,,90.4171405988472,R,1-1
Sample Hitter,Fastball,-0.8515921045667894,2.2034753754774132,BallCalled,,,90.47261972305425,R,2-1
Sample Hitter,Fastball,-0.46979819417760676,2.1355881110012125,InPlay,71.9013189559019,1.2372832467833916,89.92610418803105,R,0-1
Sample Hitter,Slider,0.2184066300858707,3.068820901427551,FoulBall,,,83.29082490549729,R,1-2
Sample Hitter,Fastball,0.8087184252746873,2.669161803874587,InPlay,96.37555936703106,-4.734435066266563,91.19836995563487,R,0-0
Sample Hitter,Fastball,0.42613303055710783,1.2575265582505102,BallCalled,,,92.28019744644426,R,1-0
Sample Hitter,Fastball,-1.60390265601867,2.8607872820305675,BallCalled,,,91.86028091623581,R,0-1
Sample Hitter,Fastball,0.21305671032118184,2.095722778851045,StrikeCalled,,,93.60928329747006,R,0-1
Sample Hitter,Slider,0.05042350126280454,3.392113051858867,StrikeSwinging,,,80.59444277621338,R,0-0
Sample Hitter,Fastball,0.2897231997608851,2.060688724494156,StrikeSwinging,,,89.63374097048536,L,0-0
Sample Hitter,Fastball,1.131346777155845,2.054369301828435,BallCalled,,,92.4934540757995,L,2-1
Sample Hitter,Fastball,-1.4442667937633198,2.878792127563172,BallCalled,,,93.32211042633978,R,0-1
Sample Hitter,Slider,-0.4137723976337739,3.0340485376358557,StrikeSwinging,,,82.51003412254872,L,0-0
Sample Hitter,Fastball,0.4136344259553482,2.8136695547553425,StrikeSwinging,,,90.21920179598588,R,0-0
Sample Hitter,Fastball,-1.1071160796177595,1.3200818778306342,InPlay,93.07453718962134,8.600355417624211,93.49046665260107,R,0-1
Sample Hitter,Fastball,1.033164333637456,2.876624107949776,BallCalled,,,90.3635059603896,L,0-0
Sample Hitter,Curveball,0.25784962889046087,1.775984363827921,StrikeSwinging,,,80.95678852818523,L,0-2
Sample Hitter,Curveball,0.5926087900903828,2.6646932781117845,InPlay,97.52743801539178,26.85565446715539,80.27728790187899,L,2-1
Sample Hitter,Slider,-0.39966056306525616,1.5033858952206578,InPlay,71.27302934072067,21.23524332506267,87.09978113225826,R,0-0
Sample Hitter,Fastball,0.5696345829763473,2.8124255032801444,StrikeSwinging,,,93.39352739026018,R,1-1
Sample Hitter,Curveball,0.7479300891923267,1.935380766984839,StrikeCalled,,,77.76221781693637,R,0-0
Sample Hitter,Changeup,0.16301461409601783,1.602155744817635,FoulBall,,,83.25410423389876,R,1-0
Sample Hitter,Slider,0.16408062488908715,2.9996740955376797,FoulBall,,,88.21376946655629,R,1-2
Sample Hitter,Fastball,0.1892402674972081,2.669151165173726,FoulBall,,,88.23970257139766,R,1-1
Sample Hitter,Fastball,-0.6043416853175672,2.070216239024972,InPlay,91.39210347887499,8.361961898015277,90.37557152207036,R,1-2
Sample Hitter,Fastball,-0.10327007616824704,3.515825194314745,BallCalled,,,90.64441481481605,R,0-0
Sample Hitter,Curveball,-0.10676577271665116,2.19154330490118,StrikeCalled,,,75.89458319815604,R,1-0
Sample Hitter,Fastball,0.26837570504744657,2.522475371779654,StrikeCalled,,,89.62931685527184,R,0-1
Sample Hitter,Fastball,0.6998769728372062,2.6882394133750207,StrikeCalled,,,91.3407632590782,R,0-1
Sample Hitter,Fastball,-0.7409752573848865,2.0662338461099705,StrikeCalled,,,89.3234718263633,R,3-2
Sample Hitter,Slider,-0.08750632122370434,2.8297954053799503,StrikeCalled,,,83.51476190519945,R,0-0
Sample Hitter,Fastball,1.0370188833612812,2.126583356984693,BallCalled,,,92.11373630714296,R,1-2
Sample Hitter,Changeup,-0.5205117601687949,2.2118531744486534,FoulBall,,,83.89149130292347,R,1-2
Sample Hitter,Slider,-0.5755750121032241,3.4538498478623385,InPlay,77.1616586307408,26.30417641109306,84.5528287285075,L,1-1
Sample Hitter,Slider,0.1416143342818355,1.771589763241297,StrikeSwinging,,,85.99107865632537,R,1-0
Sample Hitter,Fastball,0.5910696333397241,0.811053768349357,BallCalled,,,91.17850033898746,R,0-1
Sample Hitter,Slider,0.007998238892461531,3.627655896508326,FoulBall,,,84.14022631746643,R,1-0
Sample Hitter,Slider,0.9302724133058924,4.284529566824902,BallCalled,,,85.1423481325821,L,2-1
Sample Hitter,Slider,0.5997557877965688,2.2163115141854677,StrikeSwinging,,,82.05676245397407,L,0-1
Sample Hitter,Fastball,0.5892740468230433,1.1442133715658704,BallCalled,,,89.79477335931432,R,3-0
Sample Hitter,Fastball,0.38788155092686527,2.2826612166628393,StrikeSwinging,,,88.17089342413881,R,1-1
Sample Hitter,Fastball,1.6293571702422593,2.2996439351115314,InPlay,86.7340915357809,-0.30874396530920123,92.03813618413288,R,0-1
Sample Hitter,Fastball,-0.14361318220623093,2.36705331128442,InPlay,95.01570685536103,7.002619132367707,91.73202850708266,L,0-2
Sample Hitter,Fastball,-1.4024656044465595,1.7206283706547063,BallCalled,,,90.9694634646212,R,0-1
Sample Hitter,Fastball,1.1229780530619986,2.9056927997335342,BallCalled,,,96.42403744728114,R,1-2
Sample Hitter,Fastball,-0.3203896016697779,2.8671551627002603,StrikeCalled,,,93.2077623229692,L,0-0
Sample Hitter,Slider,0.07551631104012312,1.4539160661264854,BallCalled,,,82.92982569324657,L,3-1
Sample Hitter,Fastball,0.9166854794023688,2.9894377121864215,BallCalled,,,89.95163832652737,R,2-1
Sample Hitter,Curveball,-1.1215816787412476,3.9368794873621233,BallCalled,,,77.94466110193105,R,1-2
Sample Hitter,Slider,-0.8761530498742975,2.6203722327059418,BallCalled,,,82.34483151853068,R,0-1
Sample Hitter,Fastball,-1.1208945559831975,2.2638723865520456,BallCalled,,,92.3806157072349,R,2-1
Sample Hitter,Slider,-0.5558954030177966,2.400597749914735,StrikeSwinging,,,84.17918553473687,R,1-0
Sample Hitter,Fastball,0.3077456242118955,2.930679736877993,StrikeCalled,,,91.60332454973103,L,2-1
Sample Hitter,Curveball,0.36693148996893965,1.2885298761449473,FoulBall,,,77.77492005145221,L,0-0
Sample Hitter,Fastball,0.1933919255299876,2.6150734920841114,StrikeCalled,,,91.52667183530352,R,1-0
Sample Hitter,Changeup,-0.9889361187246565,2.226675235376033,FoulBall,,,81.04513780453854,R,0-1
Sample Hitter,Fastball,-1.6170724056428507,3.7934775090692314,InPlay,79.49397537496345,-1.2954208241860723,90.81302259977349,R,1-0
Sample Hitter,Fastball,0.03804750977326758,2.3780790863365295,StrikeCalled,,,91.61090977413986,R,1-0
Sample Hitter,Fastball,-0.330243223546835,3.667521327783664,FoulBall,,,92.1997600519421,L,2-1
Sample Hitter,Curveball,0.3215700402016282,1.727381511552595,FoulBall,,,78.46671775476284,R,0-0
Sample Hitter,Slider,0.49136753835488906,2.9110814167619545,StrikeSwinging,,,82.59449008035759,R,0-2
Sample Hitter,Fastball,0.09676900244107733,2.7235801846538603,StrikeSwinging,,,91.35243500824005,R,0-0
Sample Hitter,Fastball,0.5320931597630976,1.8916669264946524,StrikeCalled,,,90.99645636854622,R,2-1
Sample Hitter,Fastball,0.16044796188054788,2.6241772802458585,StrikeCalled,,,92.96284248177547,R,2-1
Sample Hitter,Fastball,0.37104529392102664,3.3487631857821203,StrikeCalled,,,93.34385881610388,L,0-1
Sample Hitter,Fastball,-0.4932712840089177,2.2733458069993797,FoulBall,,,91.04475904683045,L,0-2
Sample Hitter,Fastball,-0.12572798968202098,1.3156261455811658,BallCalled,,,93.73886564932558,R,3-0
Sample Hitter,Changeup,0.13774326765987008,2.487706021465788,FoulBall,,,80.65651777370569,L,2-1
Sample Hitter,Changeup,0.5743699327921932,1.8683038336452413,FoulBall,,,86.10935291593059,R,1-0
Sample Hitter,Fastball,-0.27561882055720044,2.2603613429352825,InPlay,88.21310255451519,6.152442396356937,95.91230599478361,L,0-1
Sample Hitter,Slider,0.36481707901247884,2.4428885612204154,StrikeCalled,,,82.1847649877988,R,2-1
Sample Hitter,Fastball,-0.1860871543407653,1.3060434487891381,BallCalled,,,92.03057606053153,R,1-0
Sample Hitter,Slider,-0.08227951712969124,1.3690391624755254,BallCalled,,,79.93676086267395,L,2-1
Sample Hitter,Fastball,0.5806633294168511,2.8374467848678675,InPlay,112.0,-0.4323590308123606,91.78423814922849,R,1-0
Sample Hitter,Slider,-1.395142259737909,2.134096912681224,BallCalled,,,85.52429848391738,R,2-1
Sample Hitter,Slider,-0.9075306296523327,0.7046789607256032,BallCalled,,,83.43986274623825,R,0-0
Sample Hitter,Slider,-1.0375297782099744,3.0493908256256947,BallCalled,,,87.63305399228021,R,0-0
Sample Hitter,Fastball,-1.6335312838938132,2.690658828691968,BallCalled,,,90.3096175489946,R,3-2
Sample Hitter,Curveball,-0.4747851081086237,2.0002876231744615,InPlay,94.2727752600649,10.749276475148752,81.53902944847606,R,1-2
Sample Hitter,Fastball,0.5246037298094183,1.5782188522592309,FoulBall,,,90.25310420826253,L,1-2
Sample Hitter,Fastball,-0.1994188464678023,3.085065527420036,StrikeCalled,,,89.58075163914245,R,2-2
Sample Hitter,Slider,0.13845305735929647,2.7445454357923005,FoulBall,,,83.7713556639905,R,0-1
Sample Hitter,Fastball,0.7624522476975548,4.167821597878851,BallCalled,,,92.33202735897429,R,1-0
Sample Hitter,Changeup,0.9293802925873841,2.7941320191074563,InPlay,95.33827071124959,12.936632656961992,82.15424255140476,L,0-0
Sample Hitter,Changeup,-0.04839655430829768,2.7713921988834103,InPlay,102.22429523812859,8.834499998456502,82.69980367879643,R,0-1
Sample Hitter,Fastball,0.947510122698578,2.3831504489240043,StrikeSwinging,,,92.61003696866386,R,0-0
Sample Hitter,Curveball,0.06448866090387644,3.071743107040554,StrikeSwinging,,,82.2475894817933,R,2-2
Sample Hitter,Fastball,-0.5861787566792235,2.9375596408737077,InPlay,72.51837236650422,10.319632546088753,89.62936507649188,R,0-0
Sample Hitter,Fastball,-0.41608024653911463,3.3762075059956365,StrikeSwinging,,,89.16880363081998,L,0-0
Sample Hitter,Fastball,-1.0363755587955112,2.135073956953901,BallCalled,,,95.48222478290134,R,0-0
Sample Hitter,Curveball,-0.6216936976135566,2.1952147689392265,StrikeSwinging,,,79.77704523537014,L,0-0
Sample Hitter,Fastball,-0.2506116816521004,2.164627780361614,StrikeSwinging,,,89.70332304276899,R,0-0
Sample Hitter,Fastball,0.5625095135650211,3.0535612048252925,InPlay,87.74687678874437,-8.71805393485726,91.91398237332358,R,2-0
Sample Hitter,Fastball,1.2045388818161886,3.5488621082077123,BallCalled,,,91.80157669056975,R,1-0
Sample Hitter,Curveball,-0.9675270607639279,2.1788116547954894,BallCalled,,,78.68155078290846,R,1-1
Sample Hitter,Changeup,0.2749792277819432,2.202658390544836,StrikeSwinging,,,84.56955589949422,R,1-2
Sample Hitter,Slider,-0.7283807574102741,2.7198540567088596,StrikeCalled,,,85.1061535740505,R,1-1
Sample Hitter,Changeup,0.33228796192424137,2.327966949990969,StrikeCalled,,,80.0894730797031,R,0-2
Sample Hitter,Changeup,-0.09176065548140862,3.166437557197923,StrikeCalled,,,82.03966485377082,R,1-0
Sample Hitter,Fastball,-1.2816340780932711,0.9237558965666675,BallCalled,,,94.07370596597954,R,0-0
Sample Hitter,Fastball,0.649807894097939,1.9213064671581739,InPlay,103.1461928547818,4.568280704823735,93.08305320626368,R,1-0
Sample Hitter,Changeup,-0.4235004989661117,1.952308566226988,StrikeCalled,,,81.75072201705625,R,2-2
Sample Hitter,Slider,-0.3737301668614882,0.8757507913296987,BallCalled,,,87.04340090547392,R,1-1
Sample Hitter,Fastball,-0.7488266879027828,1.8254530889418372,InPlay,88.23654923970096,4.793395177632316,90.36182861583517,R,1-0
Sample Hitter,Fastball,-0.4579982936812888,1.8593907189078518,FoulBall,,,91.8796502389316,R,0-1
Sample Hitter,Slider,0.29952330848644204,2.3592267418368187,StrikeCalled,,,83.38574585382842,R,2-1
Sample Hitter,Fastball,-0.13247103865548385,3.2790761241621844,StrikeSwinging,,,89.71951965528676,R,2-0
Sample Hitter,Curveball,0.23006340159773672,2.3284575441665085,StrikeCalled,,,79.02934652874607,R,1-1
Sample Hitter,Fastball,0.25334529775019055,1.7784303958101924,StrikeCalled,,,93.48531825176877,R,1-2
Sample Hitter,Fastball,0.9244631588697168,2.46013182115053,InPlay,80.02219137923989,25.58204591274399,86.76121185173177,R,2-0
Sample Hitter,Changeup,-0.2399503056050655,3.2344215350089445,StrikeCalled,,,82.23038414373417,R,2-0
Sample Hitter,Fastball,-1.0338004717920122,1.8168288287195666,BallCalled,,,89.39860874114584,R,0-0
Sample Hitter,Fastball,0.7470556916003881,1.862597581254986,FoulBall,,,92.73039008560525,L,0-0
Sample Hitter,Slider,-0.23204172046807825,2.8909842714919565,InPlay,91.29400039614649,12.901519766981506,86.87198803553542,R,2-2
Sample Hitter,Changeup,0.7802147112041639,2.3449247189884397,StrikeCalled,,,83.83789419349931,L,1-1
Sample Hitter,Fastball,0.26836397922772925,2.953239283496632,FoulBall,,,93.21203363796579,R,0-1
Sample Hitter,Fastball,-0.09179627114234144,2.4904472457432925,StrikeSwinging,,,86.76996091819404,R,1-1
Sample Hitter,Changeup,0.24414312583240655,2.991164553662697,InPlay,106.29654298477202,6.009467466554764,81.81007562754715,R,0-0
Sample Hitter,Curveball,1.3657087920884097,1.7754453201715514,InPlay,97.55924838771229,19.208117881401286,76.39835281917286,R,2-1
Sample Hitter,Fastball,1.453886370337627,2.491540744448213,InPlay,81.1937715080051,17.022252983540064,91.57104425053647,L,0-0
Sample Hitter,Fastball,0.048566794592945085,2.3525169899457903,InPlay,99.04105210452329,-2.85749857132393,93.0507436054649,R,2-1
Sample Hitter,Fastball,0.1121334153219527,1.6488763531271085,FoulBall,,,93.73660642247336,L,1-1
Sample Hitter,Fastball,0.7533681102264699,1.4055654364919181,BallCalled,,,93.33859382014529,R,1-0
Sample Hitter,Fastball,-0.591962722937143,2.980024324692263,InPlay,95.82437118096409,0.6688268574113536,91.52859512638018,L,0-0
Sample Hitter,Slider,0.23314926083277857,2.2543333324474153,StrikeCalled,,,86.16470385958347,L,2-1
Sample Hitter,Fastball,-0.01810399356769948,1.7844038028468694,FoulBall,,,90.9979412525194,R,0-0
Sample Hitter,Fastball,0.2197357480202875,2.4326747441536676,FoulBall,,,92.9160099259057,R,0-0
Sample Hitter,Slider,-0.583358164164584,3.2896132001445118,FoulBall,,,85.08439057144851,R,0-2
Sample Hitter,Slider,-1.1126972453162782,0.903483508239654,BallCalled,,,84.4893638509747,R,1-0
Sample Hitter,Fastball,-1.4510884051939041,1.4523529170676717,BallCalled,,,93.99846525398807,L,1-0
Sample Hitter,Changeup,-0.7821688790927255,1.8539794906733127,StrikeSwinging,,,84.980667225255,R,0-0
Sample Hitter,Slider,-0.3210726994575331,3.5228252067042303,StrikeSwinging,,,86.09128024041853,R,1-2
Sample Hitter,Slider,-0.20523411065413327,2.6978108880435077,StrikeSwinging,,,82.26931433579634,R,1-0
Sample Hitter,Fastball,1.3560618137006617,3.0371220683228586,BallCalled,,,96.14961614882338,R,0-0
Sample Hitter,Fastball,0.7741953589351086,1.7018873566116386,InPlay,83.72354671260894,20.982205271684943,90.79761685533757,L,1-0
Sample Hitter,Curveball,-0.673463781439139,1.7163248873106318,FoulBall,,,77.43157892492098,R,0-0
Sample Hitter,Fastball,0.24339591671566985,2.813469601705897,StrikeCalled,,,94.7175442542826,L,1-0
Sample Hitter,Fastball,-0.2849547654452275,2.5407920316548127,StrikeCalled,,,92.02938230139608,L,0-0
Sample Hitter,Fastball,-0.19905468662806658,2.8841171732048885,StrikeCalled,,,94.430869075707,R,0-0
Sample Hitter,Slider,0.1297279545907674,2.3686303063500835,FoulBall,,,85.57496540877105,R,0-1
Sample Hitter,Curveball,0.4334197818827753,2.694700608518239,InPlay,83.53301454391428,-2.0016918248104147,77.47788160691294,R,1-2
Sample Hitter,Fastball,-0.23748093871881074,2.6106833594335765,FoulBall,,,92.79862034497194,R,0-0
Sample Hitter,Curveball,0.7446960729140509,3.044437172359448,StrikeCalled,,,78.46168556119837,R,0-0
Sample Hitter,Fastball,-0.7993567582996828,3.0649057973611296,InPlay,100.5791426322387,-17.22265978062027,97.01034698682342,L,1-2
Sample Hitter,Slider,0.004437343653587909,1.366089603925761,BallCalled,,,80.53004783590913,R,1-2
Sample Hitter,Slider,1.8183716086170825,0.9269120112614011,BallCalled,,,84.99957620859159,L,2-0
Sample Hitter,Fastball,0.15615581983769256,3.201221778356055,FoulBall,,,92.9826553336136,L,0-0
Sample Hitter,Fastball,1.0032501546243209,3.3314075652833557,BallCalled,,,94.51125768982708,L,0-1
Sample Hitter,Fastball,0.06406412472124572,1.7855638863406638,FoulBall,,,94.64594177437952,R,0-0
Sample Hitter,Curveball,0.4065439667308577,1.19811521541806,BallCalled,,,79.38725780777057,R,0-0
Sample Hitter,Slider,-0.03974823607488407,2.5693243747050407,FoulBall,,,84.77807518086753,R,1-0
Sample Hitter,Curveball,-0.11928530681494309,3.1515867584453705,InPlay,95.67224283662502,22.842038371040616,76.45708247320063,R,1-1
Sample Hitter,Changeup,-0.5456376777077937,3.75831616570402,BallCalled,,,80.36757670726253,R,1-0
Sample Hitter,Fastball,0.30121095127028724,2.8614083004710156,StrikeSwinging,,,90.34999618025327,R,1-1
Sample Hitter,Changeup,-0.5960760324300375,2.2397983123900134,InPlay,82.90712058584471,2.0756254747222016,84.35516990086799,R,1-0
Sample Hitter,Fastball,0.4659096654194004,1.8748085648905963,InPlay,106.16119737126024,17.535114110700547,91.3265380933881,R,1-0
Sample Hitter,Fastball,0.7597009031121369,2.5080159041694583,InPlay,100.28275258667855,25.071676673454235,90.92151126991469,R,2-1
Sample Hitter,Changeup,0.25657198506606094,2.2905147072803205,InPlay,93.85895134638963,21.92044990148402,83.53805267465147,R,1-2
Sample Hitter,Changeup,-0.2003741134889843,1.7894524659898288,InPlay,71.07261903077409,36.997338520824925,84.21676194045246,R,1-0
Sample Hitter,Fastball,0.31777590551608725,3.934128955604301,BallCalled,,,91.04366115780911,L,1-1
Sample Hitter,Fastball,-0.21607113888248883,3.749617881450492,InPlay,99.18985018439885,-2.549791016183054,92.81258773133979,R,1-0
